CustomerID,frequency,recency,T,monetary_value,conditional avg profit,clv,rank,decile,prob_alive,purchases_next30days,purchases_next90days
12347.0,6.0,365.0,367.0,27796.676666666666,27531.261993400098,166780.06,3986.0,9,0.999999999974007,0.4986855615414464,1.496056684107414
12348.0,3.0,283.0,358.0,15489.303333333331,18178.39209523297,46467.909999999996,3338.0,7,0.999999998288704,0.29932987894710555,0.8979896365239914
12349.0,0.0,0.0,18.0,0.0,25989.36631498173,0.0,1.0,0,0.9999999478464223,0.4316890173545151,1.295067048545281
12350.0,0.0,0.0,310.0,0.0,25989.36631498173,0.0,2.0,0,0.9999996173746514,0.10078948558732903,0.3023684566404063
12352.0,6.0,260.0,296.0,5822.086666666666,8783.776081848093,34932.52,3163.0,7,0.9999999990941897,0.5951770208996842,1.785531061951006
12353.0,0.0,0.0,204.0,0.0,25989.36631498173,0.0,3.0,0,0.9999997495322447,0.13964760316463248,0.41894280925154204
12354.0,0.0,0.0,232.0,0.0,25989.36631498173,0.0,4.0,0,0.9999997157917848,0.12674035751466728,0.38022107234691155
12355.0,0.0,0.0,214.0,0.0,25989.36631498173,0.0,5.0,0,0.9999997375852794,0.13474667144836502,0.4042400141205518
12356.0,2.0,303.0,325.0,9492.4,15110.375171950709,18984.8,2797.0,6,0.9999999996392914,0.24850889119538638,0.7455266732987704
12357.0,0.0,0.0,33.0,0.0,25989.36631498173,0.0,6.0,0,0.9999999331727514,0.36939084393724225,1.1081725295300078
12358.0,1.0,149.0,150.0,9557.84,17906.2145077389,9557.84,2395.0,5,0.9999999999685478,0.30956163680329285,0.92868490971735
12359.0,3.0,274.0,331.0,329225.4300000002,251566.02048186297,987676.2900000007,4306.0,9,0.9999999987492001,0.31943707466843835,0.9583112236419087
12360.0,2.0,148.0,200.0,58680.92500000002,47547.94688037986,117361.85000000003,3851.0,8,0.9999999979509826,0.36315971462253377,1.089479143226717
12361.0,0.0,0.0,287.0,0.0,25989.36631498173,0.0,7.0,0,0.9999996470340282,0.10726585785832181,0.3217975734364148
12362.0,9.0,292.0,295.0,24045.57888888889,24245.678982207002,216410.21,4072.0,9,0.999999999950103,0.8427447212861924,2.5282341627962053
12363.0,1.0,133.0,242.0,2100.4199999999996,14237.689941313933,2100.4199999999996,1895.0,4,0.9999999951895153,0.2185551245837499,0.65566537342354
12364.0,3.0,105.0,112.0,10530.373333333333,14489.454756929703,31591.12,3096.0,7,0.9999999996713185,0.7018374725127802,2.1055124155650558
12365.0,0.0,0.0,291.0,0.0,25989.36631498173,0.0,8.0,0,0.9999996419127873,0.10608040607918043,0.3182412181021879
12367.0,0.0,0.0,4.0,0.0,25989.36631498173,0.0,9.0,0,0.9999999645778911,0.5123343916317918,1.5370031686272625
12370.0,3.0,309.0,360.0,52222.01666666666,45503.77836858703,156666.05,3963.0,9,0.9999999990518249,0.29794068731799045,0.8938220616397033
12371.0,1.0,15.0,59.0,360.0,13381.52607688128,360.0,1668.0,3,0.9999999885572882,0.5263531302993075,1.579059388577637
12372.0,2.0,225.0,296.0,13510.919999999998,17760.404435112323,27021.839999999997,2992.0,6,0.9999999981300669,0.268148989388142,0.8044469678274023
12373.0,0.0,0.0,311.0,0.0,25989.36631498173,0.0,10.0,0,0.9999996160736015,0.10052559789308393,0.301576793558337
12374.0,0.0,0.0,25.0,0.0,25989.36631498173,0.0,11.0,0,0.9999999409196095,0.40019234037159057,1.2005770182818212
12375.0,1.0,88.0,98.0,4586.4,15460.616731228023,4586.4,2098.0,4,0.9999999994595392,0.40484462323613696,1.2145338684506184
12377.0,1.0,39.0,354.0,40385.2,33071.10095345692,40385.2,3243.0,7,0.9999999158709176,0.1609514145838171,0.48285424357908246
12378.0,0.0,0.0,129.0,0.0,25989.36631498173,0.0,12.0,0,0.9999998351581382,0.1920309181885871,0.5760927540815555
12379.0,1.0,89.0,170.0,9948.96,18098.617956709204,9948.96,2418.0,5,0.9999999949009992,0.28386558455175953,0.851596753081713
12380.0,3.0,164.0,185.0,23893.23,24430.055028371607,71679.69,3614.0,8,0.9999999993185327,0.5016580124151456,1.5049740363003432
12381.0,4.0,115.0,119.0,4707.45,9074.832498035894,18829.8,2793.0,6,0.9999999998307068,0.8339160382203327,2.5017481124224883
12383.0,4.0,168.0,352.0,13913.062499999996,16391.309155137293,55652.249999999985,3451.0,7,0.9999999768961835,0.3745081525301658,1.123524457187367
12384.0,1.0,93.0,121.0,6631.04,16466.435374873567,6631.04,2225.0,5,0.9999999985138024,0.35633270891999214,1.0689981258156667
12386.0,1.0,29.0,366.0,294.0,13349.058732761727,294.0,1647.0,3,0.9999998740917823,0.15653109299165502,0.4695932788123068
12388.0,5.0,311.0,326.0,15643.978000000003,17415.098899822966,78219.89000000001,3658.0,8,0.999999999750671,0.4746167666875786,1.4238502995153688
12390.0,0.0,0.0,79.0,0.0,25989.36631498173,0.0,13.0,0,0.9999998878761566,0.2560664157675107,0.7681992463740254
12391.0,0.0,0.0,21.0,0.0,25989.36631498173,0.0,14.0,0,0.9999999448476463,0.41760317042332445,1.2528095080756416
12393.0,3.0,260.0,332.0,8597.300000000001,13051.445670894673,25791.9,2962.0,6,0.999999998199506,0.3186443106457043,0.9559329315755866
12394.0,1.0,154.0,217.0,17638.530000000002,21881.343946427427,17638.530000000002,2750.0,6,0.9999999978364216,0.23753081017413794,0.7125924301312603
12395.0,10.0,352.0,371.0,7602.8279999999995,9324.042315394843,76028.28,3644.0,8,0.999999999681566,0.7657014117921166,2.2971042345903956
12397.0,1.0,100.0,135.0,105936.09,65317.51463486695,105936.09,3796.0,8,0.9999999982439787,0.3321089874768296,0.9963269616224492
12398.0,0.0,0.0,45.0,0.0,25989.36631498173,0.0,15.0,0,0.9999999215825907,0.3311585556717606,0.9934756652918497
12399.0,3.0,142.0,261.0,9943.249999999998,14052.694974774597,29829.749999999993,3069.0,7,0.9999999912651186,0.386800228985918,1.1604006864146683
